City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,saint-pol-de-leon,48.6833,-3.9833,56.79,84,84,1.01,FR,1687842745
292,saynshand,44.8824,110.1163,86.56,13,87,18.99,MN,1687842746
293,mananjary,-21.2167,48.3333,63.41,82,13,4.56,MG,1687842149
294,artigas,-30.4,-56.4667,70.61,70,83,13.2,UY,1687842746
295,chongwe,-15.3292,28.682,48.78,75,31,2.93,ZM,1687842747
296,jatiwangi,-6.7336,108.2628,90.77,48,34,2.75,ID,1687842747
297,vilhena,-12.7406,-60.1458,65.08,66,24,2.01,BR,1687842747
298,jinchang,38.4953,102.1739,75.4,15,98,28.7,CN,1687842747
299,chegdomyn,51.1167,133.0167,88.47,43,91,3.96,RU,1687842747
300,fale old settlement,-9.3852,-171.2468,82.83,80,96,18.57,TK,1687842748
301,saldanha,-33.0117,17.9442,53.65,95,100,2.75,ZA,1687842748
302,auriflama,-20.6856,-50.5547,60.69,62,0,6.73,BR,1687842748
303,kudat,6.8837,116.8477,87.31,64,42,10.89,MY,1687842748
304,gangtok,27.3333,88.6167,71.56,86,75,4.56,IN,1687842749
305,thief river falls,48.1191,-96.1812,67.15,83,0,0.0,US,1687842749
306,coahuayana de hidalgo,18.7,-103.6583,80.51,87,99,2.3,MX,1687842749
307,vallegrande,-18.4897,-64.1069,50.36,97,31,3.91,BO,1687842749
308,saint croix,17.7397,-64.7388,77.45,83,0,4.61,VI,1687842468
309,sept-iles,50.2001,-66.3821,52.32,89,100,16.11,CA,1687842750
310,kamaishi,39.2667,141.8833,75.18,77,100,11.32,JP,1687842750
311,bel ombre,-4.6167,55.4167,80.44,65,20,17.27,SC,1687842750
312,shingu,33.7333,135.9833,85.82,62,100,6.04,JP,1687842751
313,glace bay,46.1969,-59.957,50.9,94,100,7.0,CA,1687842751
314,lata,40.1629,-8.3327,62.92,90,16,2.21,PT,1687842751
315,grants,35.1473,-107.8514,73.63,17,0,0.0,US,1687842610
316,mermoz boabab,14.7065,-17.4758,77.56,81,77,9.4,SN,1687842751
317,kapuskasing,49.4169,-82.4331,57.29,72,100,14.97,CA,1687842109
318,whitehorse,60.7161,-135.0538,59.77,65,75,14.97,CA,1687842752
319,gillette,44.2911,-105.5022,59.95,85,0,5.75,US,1687842752
320,saint-philippe,-21.3585,55.7679,71.19,55,0,5.08,RE,1687842752
321,broken hill,-31.95,141.4333,47.48,91,100,3.31,AU,1687842753
322,katabu,-4.9333,122.5167,85.68,71,79,1.32,ID,1687842753
323,cromer,52.9312,1.2989,57.7,86,100,10.33,GB,1687842753
324,palmer,42.1584,-72.3287,72.77,80,100,0.0,US,1687842627
325,ishigaki,24.3448,124.1572,82.24,83,74,13.82,JP,1687842754
326,winnemucca,40.973,-117.7357,64.45,42,0,9.22,US,1687842754
327,ofunato,39.0717,141.7167,74.79,81,100,8.01,JP,1687842754
328,semnan,35.5729,53.3971,86.47,16,0,3.98,IR,1687842754
329,ketchikan,55.3422,-131.6461,61.27,94,100,4.61,US,1687842755
330,corner brook,48.9667,-57.9484,42.96,95,58,3.24,CA,1687842755
331,talcahuano,-36.7167,-73.1167,53.28,94,75,6.91,CL,1687842755
332,liwale,-9.7667,37.9333,62.4,56,1,5.19,TZ,1687842755
333,prien,30.1819,-93.2738,83.01,92,0,9.22,US,1687842756
334,port-cartier,50.0334,-66.8654,52.02,90,79,13.2,CA,1687842756
335,ha'il,27.5219,41.6907,88.07,11,0,4.14,SA,1687842756
336,cabedelo,-6.9811,-34.8339,74.07,86,88,9.28,BR,1687842756
337,bandar lampung,-5.4254,105.258,83.62,69,36,11.03,ID,1687842019
338,chul'man,56.8479,124.9104,78.48,40,88,6.96,RU,1687842757
339,nova sintra,14.8667,-24.7167,68.76,81,13,10.38,CV,1687842757
340,mount gambier,-37.8333,140.7667,50.07,97,100,5.66,AU,1687842757
341,butte,39.6499,-121.5677,77.02,45,0,9.22,US,1687842757
342,port saint john's,-31.6229,29.5448,63.14,90,100,13.98,ZA,1687842757
343,prince rupert,54.3161,-130.3201,64.49,83,20,10.36,CA,1687842100
344,maintirano,-18.0667,44.0167,68.29,62,4,6.69,MG,1687842758
345,brokopondo,4.75,-55.1667,76.28,90,38,7.11,SR,1687842758
346,nantucket,41.2835,-70.0995,71.74,98,100,14.97,US,1687842744
347,yudong,29.385,106.5194,96.49,50,40,12.15,CN,1687842760
348,sarkand,45.41,79.9186,88.7,15,15,12.37,KZ,1687842760
349,carrigaline,51.8117,-8.3986,62.35,94,100,13.8,IE,1687842760
350,haiku-pauwela,20.9219,-156.3051,75.51,77,40,17.27,US,1687842180
351,palikir - national government center,6.9248,158.1611,84.94,74,100,5.75,FM,1687842761
352,vanimo,-2.6741,141.3028,85.03,68,57,7.94,PG,1687842761
353,ormara,25.2088,64.6357,85.19,74,90,9.73,PK,1687842761
354,iquique,-20.2208,-70.1431,64.44,80,6,2.82,CL,1687842761
355,laguna,38.421,-121.4238,71.55,66,0,10.36,US,1687842762
356,fort st. john,56.2499,-120.8529,69.69,56,100,4.61,CA,1687842762
357,messaad,34.1543,3.5031,74.68,37,0,3.36,DZ,1687842762
358,plastun,44.7561,136.2939,71.24,72,100,6.58,RU,1687842762
359,horodok,49.1637,26.5839,63.1,77,36,8.43,UA,1687842763
360,saipan,15.1355,145.701,86.7,100,20,10.36,MP,1687842763
361,djambala,-2.5447,14.7533,66.83,92,67,3.42,CG,1687842763
362,tshabong,-26.05,22.45,55.26,45,87,9.98,BW,1687842173
363,turtas,58.9417,69.1325,64.65,44,92,12.46,RU,1687842763
364,soio,-6.1349,12.3689,70.18,90,53,8.68,AO,1687842764
365,trairi,-3.2778,-39.2689,75.65,85,15,7.87,BR,1687842764
366,tromso,69.6496,18.957,50.02,87,20,14.97,NO,1687842764
367,egilsstadir,65.2653,-14.3948,51.31,81,21,5.55,IS,1687842764
368,trondheim,63.4305,10.3951,64.45,87,49,5.86,NO,1687842765
369,rongelap,11.1635,166.8941,82.94,82,59,18.23,MH,1687842765
370,kotlas,61.2611,46.6556,70.11,49,47,2.59,RU,1687842765
371,leppavirta,62.4901,27.7826,65.25,70,14,5.59,FI,1687842765
372,san carlos de bariloche,-41.1456,-71.3082,36.25,93,100,5.84,AR,1687842561
373,zhaqsy,51.9083,67.3133,51.57,94,100,17.98,KZ,1687842766
374,lyantor,61.6195,72.1555,62.65,43,55,3.91,RU,1687842766
375,saint-francois,46.4154,3.9054,53.67,94,0,0.0,FR,1687842766
376,rio grande,-32.035,-52.0986,63.95,97,84,6.17,BR,1687842766
377,tallulah,32.4085,-91.1868,77.05,88,0,0.0,US,1687842766
378,bengkulu,-3.8004,102.2655,84.09,67,90,7.94,ID,1687842767
379,willard,41.0531,-82.7263,65.71,83,66,12.59,US,1687842641
380,zaragoza,41.6561,-0.8773,71.02,61,20,16.11,ES,1687842511
381,beshkent,38.8214,65.6531,86.18,25,0,6.91,UZ,1687842767
382,fada,9.5667,8.3,67.15,94,21,0.25,NG,1687842768
383,coquimbo,-29.9533,-71.3436,55.13,100,75,0.0,CL,1687842768
384,kantabanji,20.4833,82.9167,75.74,91,100,10.42,IN,1687842768
385,aginskoye,51.1,114.53,60.71,81,100,15.61,RU,1687842768
386,mitu,1.1983,-70.1733,71.04,99,100,1.48,CO,1687842768
387,nar'yan-mar,67.6713,53.087,49.06,89,100,5.61,RU,1687842769
388,oranjemund,-28.55,16.4333,56.8,81,98,20.49,NA,1687842717
389,fuglafjordur,62.244,-6.814,52.27,86,0,3.62,FO,1687842769
390,nemuro,43.3236,145.575,59.79,92,68,18.12,JP,1687842769
391,gornopravdinsk,60.05,69.9,64.33,39,24,8.81,RU,1687842770
392,kerikeri,-35.2268,173.9474,54.09,82,48,8.23,NZ,1687842731
393,choibalsan,48.0667,114.5,82.54,29,1,13.24,MN,1687842770
394,nabire,-3.3667,135.4833,83.52,77,52,4.38,ID,1687842586
395,marsh harbour,26.5412,-77.0636,80.85,84,15,11.92,BS,1687842770
396,kiunga,-6.1219,141.2906,88.38,60,99,2.91,PG,1687842508
397,jiazi,22.8779,116.067,84.96,75,99,9.1,CN,1687842771
398,taroa,8.7058,171.2275,82.83,80,100,16.64,MH,1687842771
399,ban karon,7.8477,98.2985,85.78,99,100,10.78,TH,1687842771
400,kargat,55.1956,80.2811,67.44,41,98,19.17,RU,1687842771
401,vilyuysk,63.7553,121.6247,69.26,35,67,7.2,RU,1687842772
402,quesnel,52.9999,-122.5029,72.1,40,0,8.05,CA,1687842772
403,sal rei,16.1833,-22.9167,72.66,86,25,7.94,CV,1687842772
404,ust-tsilma,65.441,52.1498,60.53,56,91,1.48,RU,1687842772
405,iskushuban,10.2837,50.23,85.44,49,66,30.71,SO,1687842773
406,pundong,-7.9522,110.3486,81.54,73,93,11.36,ID,1687842189
407,menemen,38.6075,27.0694,76.37,62,0,9.48,TR,1687842620
408,jiayuguan,39.8167,98.3,74.07,17,98,4.7,CN,1687842773
409,gubkinskiy,64.434,76.5026,61.18,45,73,4.68,RU,1687842774
410,varzea paulista,-23.2114,-46.8283,61.45,86,0,2.21,BR,1687842774
411,san carlos,9.6612,-68.5827,73.2,95,96,3.42,VE,1687842774
412,luis correia,-2.8792,-41.6669,75.94,83,92,9.62,BR,1687842774
413,mulayjah,27.271,48.4242,102.74,8,26,15.88,SA,1687842775
414,el sauzal de rodriguez,31.9,-116.6833,61.41,78,16,5.17,MX,1687842775
415,guane,22.2025,-84.0875,77.83,85,38,3.51,CU,1687842775
416,flin flon,54.7682,-101.865,57.02,50,64,6.06,CA,1687842775
417,itaituba,-4.2761,-55.9836,76.98,69,99,1.36,BR,1687842775
418,olyokminsk,60.3736,120.4264,86.09,33,27,2.13,RU,1687842776
419,brak,27.5496,14.2714,79.7,35,0,13.22,LY,1687842776
420,tisul',55.7611,88.3122,69.42,46,75,9.44,RU,1687842776
421,jaru,-10.4389,-62.4664,71.2,70,4,1.83,BR,1687842486
422,bairnsdale,-37.8333,147.6167,60.06,56,94,7.29,AU,1687842195
423,monrovia,6.3005,-10.7969,76.82,85,100,12.26,LR,1687842777
424,tindouf,27.6711,-8.1474,86.45,10,0,4.61,DZ,1687842777
425,dingcheng,32.1272,115.0394,91.4,50,0,14.12,CN,1687842777
426,ilebo,-4.3167,20.5833,69.39,97,71,1.39,CD,1687842778
427,petrozavodsk,61.7849,34.3469,67.48,64,0,0.0,RU,1687842778
428,sturgeon bay,44.8342,-87.377,60.78,75,100,19.62,US,1687842773
429,sechura,-5.5569,-80.8222,73.74,74,88,12.77,PE,1687842778
430,dhidhdhoo,6.8833,73.1,79.97,79,100,13.29,MV,1687842189
431,mafeteng,-29.823,27.2374,42.15,47,0,5.99,LS,1687842779
432,mata-utu,-13.2816,-176.1745,82.15,73,46,11.9,WF,1687842779
433,luanda,-8.8368,13.2343,69.8,83,75,5.75,AO,1687842779
434,klyuchi,52.2667,79.1667,80.56,24,96,17.72,RU,1687842780
435,dawson creek,55.7666,-120.2362,66.58,68,0,2.3,CA,1687842780
436,yayva,59.3303,57.2641,64.18,53,57,5.21,RU,1687842780
437,ditrau,46.8167,25.5167,59.67,77,4,2.68,RO,1687842780
438,bol,13.4586,14.7147,79.52,81,100,19.75,TD,1687842781
439,chiredzi,-21.05,31.6667,48.74,54,0,1.92,ZW,1687842781
440,noria,32.5167,74.8,89.19,50,80,4.25,IN,1687842781
441,lazaro cardenas,17.9583,-102.2,82.4,83,98,8.1,MX,1687842781
442,jiquilisco,13.3167,-88.5833,78.12,91,100,3.47,SV,1687842781
443,sangola,17.4333,75.2,83.93,55,100,17.85,IN,1687842782
444,pekalongan,-6.8886,109.6753,85.01,60,52,4.63,ID,1687842782
445,san nicolas de los arroyos,-33.3358,-60.2252,55.06,43,100,6.78,AR,1687842782
446,enewetak,11.3474,162.3373,82.98,80,72,16.49,MH,1687842782
447,tobruk,32.0836,23.9764,73.56,85,2,10.96,LY,1687842783
448,pizarro,4.9533,-77.366,76.66,88,91,1.74,CO,1687842783
449,banfora,10.6333,-4.7667,72.46,96,97,6.11,BF,1687842783
450,de haan,51.272,3.0429,63.99,80,0,4.61,BE,1687842783
451,zhigalovo,54.8097,105.1578,53.76,80,100,9.33,RU,1687842783
452,magong,23.5654,119.5863,83.98,75,7,7.72,TW,1687842784
453,lethem,3.3803,-59.7968,75.76,90,100,3.36,GY,1687842784
454,antsiranana,-12.2787,49.2917,70.56,56,20,18.41,MG,1687842185
455,hammerfest,70.6634,23.6821,48.65,100,40,8.05,NO,1687842784
456,bejaia,36.7559,5.0843,73.09,58,0,1.61,DZ,1687842730
457,jordan,31.0,36.0,69.49,31,0,8.37,JO,1687842785
458,qaqortoq,60.7167,-46.0333,39.0,90,95,4.34,GL,1687842785
459,lae,-6.7221,146.9847,81.68,74,41,9.04,PG,1687842785
460,buka,40.8108,69.1986,90.45,13,0,5.61,UZ,1687842785
461,manacapuru,-3.2997,-60.6206,78.08,72,99,0.76,BR,1687842498
462,longavi,-35.9667,-71.6833,49.75,86,100,9.91,CL,1687842786
463,arawa,-6.2132,155.5367,84.34,59,94,3.69,PG,1687842786
464,severo-yeniseyskiy,60.3725,93.0408,60.57,40,100,8.95,RU,1687842786
465,dongyang,29.2678,120.2253,77.95,88,100,1.72,CN,1687842786
466,trevelin,-43.0858,-71.4639,35.08,97,100,1.45,AR,1687842787
467,narimanov,46.6927,47.8498,76.95,30,68,10.98,RU,1687842787
468,soc trang,9.6033,105.98,95.05,44,44,8.68,VN,1687842787
469,port augusta,-32.5,137.7667,51.39,95,100,7.9,AU,1687842788
470,ilhabela,-23.7781,-45.3581,68.5,66,0,3.71,BR,1687842788
471,ceeldheer,3.8488,47.1806,79.38,73,83,18.92,SO,1687842788
472,songea,-10.6833,35.65,54.97,66,0,0.27,TZ,1687842788
473,bohain-en-vermandois,49.9873,3.453,56.86,92,95,5.41,FR,1687842789
474,okha,53.5739,142.9478,48.38,93,100,13.33,RU,1687842789
475,zima,53.9202,102.0442,62.04,48,42,9.75,RU,1687842789
476,san pedro pochutla,15.7333,-96.4667,77.72,91,28,3.78,MX,1687842789
477,selfoss,63.9331,-20.9971,50.04,87,65,7.31,IS,1687842789
478,as sulayyil,20.4607,45.5779,91.65,10,0,6.38,SA,1687842790
479,askoy,60.4092,5.226,59.95,100,75,13.8,NO,1687842790
480,talavera de la reina,39.9635,-4.8308,73.67,45,0,5.1,ES,1687842790
481,ujae,8.9322,165.7642,83.07,81,97,17.92,MH,1687842790
482,poli,-3.3333,36.8,56.14,84,60,4.47,TZ,1687842791
483,igarka,67.4667,86.5833,60.06,47,4,8.3,RU,1687842791
484,potosi,-19.5836,-65.7531,38.43,21,7,2.51,BO,1687842791
485,laojunmiao,39.8333,97.7333,70.39,21,93,4.59,CN,1687842791
486,orchard homes,46.8633,-114.0484,59.59,87,0,1.99,US,1687842192
487,nishinoomote,30.7333,131.0,82.96,89,40,4.61,JP,1687842792
488,taltal,-25.4,-70.4833,61.9,74,5,2.21,CL,1687842792
489,talodi,10.6325,30.3797,74.59,80,86,4.07,SD,1687842792
490,mikuni,36.2171,136.1519,91.31,68,100,9.64,JP,1687842792
491,tondano,1.3038,124.9112,84.29,71,22,2.21,ID,1687842793
492,sao luiz gonzaga,-28.4083,-54.9608,61.07,83,0,8.28,BR,1687842793
493,thinadhoo,0.5333,72.9333,82.89,73,96,10.4,MV,1687842793
494,erenhot,43.6475,111.9767,92.62,9,93,23.38,CN,1687842794
495,isabela,6.7085,121.9711,87.62,64,50,2.66,PH,1687842495
496,manaure,11.7751,-72.4445,80.42,83,93,4.45,CO,1687842794
497,songkhla,6.8333,100.6667,91.45,58,98,6.87,TH,1687842794
498,callao,-12.0667,-77.15,70.09,73,100,11.5,PE,1687842794
499,planaltina,-15.4528,-47.6142,57.0,59,0,3.27,BR,1687842795
500,battle ground,45.7809,-122.5334,68.14,74,9,3.0,US,1687842606
501,stephenville,32.2207,-98.2023,88.59,51,0,4.61,US,1687842795
502,atbasar,51.8,68.3333,53.96,84,100,21.09,KZ,1687842795
503,metlili chaamba,32.2667,3.6333,77.94,34,0,3.44,DZ,1687842796
504,jatai,-17.8814,-51.7144,60.03,58,0,3.89,BR,1687842796
505,san juan,-31.5375,-68.5364,52.68,63,0,4.05,AR,1687842644
506,santa elena de uairen,4.6167,-61.1333,68.13,93,100,3.09,VE,1687842796
507,tir pul,34.5943,61.269,86.41,14,0,20.38,AF,1687842797
508,napili-honokowai,20.9708,-156.6705,76.64,84,12,18.41,US,1687842797
509,nagqu,31.5,92.0,50.85,63,100,10.8,CN,1687842797
510,rheinsberg,53.0997,12.8989,56.98,83,9,11.48,DE,1687842797
511,cabo san lucas,22.8909,-109.9124,82.62,77,2,8.01,MX,1687842600
512,oriximina,-1.7656,-55.8661,78.08,75,91,2.3,BR,1687842798
513,torbat-e jam,35.244,60.6225,85.03,15,0,9.06,IR,1687842798
514,el matama,16.7095,33.3565,91.36,14,4,8.5,SD,1687842798
515,kayar,14.9192,-17.1211,77.95,80,49,8.57,SN,1687842798
516,malanville,11.8685,3.3899,79.18,74,97,6.04,BJ,1687842799
517,mahaddayweyne,2.9726,45.5347,78.19,73,72,16.98,SO,1687842799
518,rameswaram,9.2833,79.3,83.61,74,100,13.02,IN,1687842799
519,newala kisimani,-10.95,39.2833,60.44,78,2,1.63,TZ,1687842799
520,ad dilam,23.9915,47.1627,97.21,9,0,8.88,SA,1687842799
521,robertsport,6.7533,-11.3686,77.85,84,100,13.78,LR,1687842800
522,zarah sharan,33.1467,68.7917,77.81,41,6,8.34,AF,1687842800
523,kruisfontein,-34.0033,24.7314,57.88,93,100,13.02,ZA,1687842800
524,libertad,8.9442,125.5019,86.97,69,90,5.7,PH,1687842800
525,selkirk,50.1436,-96.8845,68.07,87,94,5.61,CA,1687842684
526,snezhnogorsk,69.1933,33.2531,53.38,75,71,3.29,RU,1687842801
527,basni,27.1667,73.65,94.48,47,17,10.09,IN,1687842801
528,port shepstone,-30.7414,30.455,64.92,91,92,17.27,ZA,1687842801
529,zhangjiakou,40.81,114.8794,90.55,19,55,3.65,CN,1687842802
530,plettenberg bay,-34.0527,23.3716,56.71,87,94,10.8,ZA,1687842802
531,belmonte,-15.8631,-38.8828,71.46,86,75,6.96,BR,1687842802
532,verkhnevilyuysk,63.4453,120.3167,71.64,32,20,8.81,RU,1687842802
533,piti village,13.4626,144.6933,85.3,81,20,10.36,GU,1687842802
534,penzance,50.1186,-5.5371,61.48,84,93,13.51,GB,1687842803
535,gaspe,48.8334,-64.4819,52.02,100,100,6.91,CA,1687842678
536,el quetzal,14.7667,-91.8167,72.45,97,94,5.61,GT,1687842803
537,lingyuan,41.24,119.4011,99.95,13,100,8.01,CN,1687842803
538,baglung,28.2719,83.5898,81.19,74,48,5.5,NP,1687842804
539,tsengel,49.4783,100.8894,55.47,62,94,8.61,MN,1687842804
540,kenai,60.5544,-151.2583,52.09,79,100,3.44,US,1687842804
541,muleba,-1.8397,31.6544,71.4,59,69,6.55,TZ,1687842805
542,mili,6.0815,171.735,82.83,79,98,16.82,MH,1687842805
543,zaozersk,69.4005,32.4476,51.28,73,4,3.27,RU,1687842805
544,al hawatah,13.4167,34.6333,81.01,57,91,6.62,SD,1687842806
545,boguchany,58.3814,97.4531,50.36,96,100,9.04,RU,1687842806
546,castillos,-34.1667,-53.8333,56.14,92,100,6.02,UY,1687842806
547,lompoc,34.6391,-120.4579,57.78,82,100,20.0,US,1687842806
548,narra,9.3167,118.4,84.15,78,77,7.99,PH,1687842807
549,sinan,34.8262,126.1086,80.71,98,98,13.0,KR,1687842807
550,santa maria do suacui,-18.1903,-42.4142,60.85,95,41,1.5,BR,1687842807
551,neiafu,-18.65,-173.9833,77.68,73,20,0.0,TO,1687842807
552,crane,31.3974,-102.3501,92.7,18,4,25.77,US,1687842808
553,valday,57.9747,33.2525,63.41,62,92,5.01,RU,1687842808
554,altamira,-3.2033,-52.2064,72.03,75,80,1.3,BR,1687842808
555,monteagudo,-19.8167,-63.9833,57.45,75,0,3.24,BO,1687842808
556,guasave,25.5667,-108.45,82.0,80,22,1.99,MX,1687842809
557,nova vicosa,-17.8919,-39.3719,69.96,81,42,2.44,BR,1687842809
558,berbera,10.4396,45.0143,91.72,42,93,17.94,SO,1687842809
559,seabra,-12.4186,-41.7703,59.25,98,90,4.05,BR,1687842809
560,burela de cabo,43.65,-7.4,66.16,92,96,12.06,ES,1687842810
561,ebaye,8.7748,167.7392,86.02,74,0,16.11,MH,1687842810
562,khandyga,62.6667,135.6,90.37,29,48,5.08,RU,1687842810
563,sur,22.5667,59.5289,90.95,60,52,8.03,OM,1687842810
564,santa lucia,27.9117,-15.5407,65.52,83,75,2.3,ES,1687842551
565,bealanana,-14.55,48.7333,56.82,80,80,4.12,MG,1687842811
566,berdigestyakh,62.0989,126.6992,80.8,48,51,4.59,RU,1687842811
567,shitanjing,39.2342,106.3439,84.24,31,100,16.53,CN,1687842811
568,tol'yatti,53.5303,49.3461,61.52,61,8,4.18,RU,1687842811
569,al kharj,24.155,47.3346,97.38,9,1,9.82,SA,1687842812
570,atbara,17.7022,33.9864,91.0,11,32,14.72,SD,1687842812
571,al hufuf,25.3646,49.5653,100.74,8,0,14.97,SA,1687842810
572,karaton,-6.3424,106.1045,88.68,51,38,1.05,ID,1687842812
573,fort morgan,40.2503,-103.8,76.26,83,0,19.71,US,1687842813
574,dukhan,25.4297,50.7858,90.84,43,16,4.5,QA,1687842813
575,mahina,-17.5065,-149.489,80.37,69,75,3.44,PF,1687842813
576,bosobolo,4.1833,19.9,70.27,99,100,2.66,CD,1687842813
577,hobyo,5.3505,48.5268,80.15,69,95,21.7,SO,1687842813
578,lupane,-18.9315,27.807,43.34,45,0,4.5,ZW,1687842814
579,uray,60.1247,64.7758,65.21,39,25,2.91,RU,1687842814
580,watsa,3.0372,29.5355,64.27,98,62,1.77,CD,1687842814
581,thunder bay,48.4001,-89.3168,53.35,94,66,4.07,CA,1687842653
